Entry,Line,DTE,GDD,Precipitation,Seedwt,Day Length,Location,Year
10,CDC-KR-1,29,328.2,0,48.86266094,12.55,Nepal,2016
10,CDC-KR-1,20,252,0,48.86266094,12.62,Nepal,2016
11,CDC-LeMay,28,333.05,0,26.79738562,12.57,Nepal,2016
11,CDC-LeMay,27,326.45,0,26.79738562,12.57,Nepal,2016
11,CDC-LeMay,18,218.05,0,26.79738562,12.62,Nepal,2016
12,CDC-Maxim,27,326.45,0,33.46072187,12.57,Nepal,2016
12,CDC-Maxim,24,281.4,0,33.46072187,12.57,Nepal,2016
12,CDC-Maxim,10,134.2,0,33.46072187,12.7,Nepal,2016
13,CDC-QG-1,25,267.5,0,35.95132743,12.57,Nepal,2016
13,CDC-QG-1,22,260.15,0,35.95132743,12.58,Nepal,2016
13,CDC-QG-1,27,326.45,0,35.95132743,12.57,Nepal,2016
14,CDC-Red-Rider,29,341.65,0,39.40239044,12.55,Nepal,2016
14,CDC-Red-Rider,23,283,0,39.40239044,12.58,Nepal,2016
14,CDC-Red-Rider,29,328.2,0,39.40239044,12.55,Nepal,2016
15,CDC-Redcoat,28,318.8,0,37.06586826,12.55,Nepal,2016
15,CDC-Redcoat,31,360.25,0,37.06586826,12.53,Nepal,2016
15,CDC-Redcoat,15,192.9,0,37.06586826,12.65,Nepal,2016
16,CDC-Redwing,28,336.4,0,24.87329435,12.57,Nepal,2016
16,CDC-Redwing,9,122.15,0,24.87329435,12.7,Nepal,2016
16,CDC-Redwing,24,257.55,0,24.87329435,12.57,Nepal,2016
17,CDC-Robin,9,111.35,0,26.80076628,12.7,Nepal,2016
17,CDC-Robin,26,316,0,26.80076628,12.57,Nepal,2016
17,CDC-Robin,17,217.8,0,26.80076628,12.62,Nepal,2016
18,CDC-Rosebud,11,134.6,0,27.06457926,12.68,Nepal,2016
18,CDC-Rosebud,8,110.15,0,27.06457926,12.72,Nepal,2016
18,CDC-Rosebud,26,301.8,0,27.06457926,12.57,Nepal,2016
19,CDC-Rosetown,27,310.2,0,26.97087379,12.57,Nepal,2016
19,CDC-Rosetown,11,146,0,26.97087379,12.68,Nepal,2016
19,CDC-Rosetown,22,260.15,0,26.97087379,12.58,Nepal,2016
20,CDC-Rouleau,7,87.3,0,33.72848948,12.72,Nepal,2016
20,CDC-Rouleau,23,284.7,0,33.72848948,12.6,Nepal,2016
20,CDC-Rouleau,14,170.05,0,33.72848948,12.65,Nepal,2016
21,CDC-Royale,17,206.55,0,31.99240987,12.62,Nepal,2016
21,CDC-Royale,28,318.8,0,31.99240987,12.55,Nepal,2016
21,CDC-Royale,14,180.7,0,31.99240987,12.67,Nepal,2016
22,CDC-Ruby,11,134.6,0,26.90248566,12.68,Nepal,2016
22,CDC-Ruby,29,344.8,0,26.90248566,12.57,Nepal,2016
22,CDC-Ruby,8,110.15,0,26.90248566,12.72,Nepal,2016
23,CDC-SB-1,15,192.9,0,30.79335793,12.65,Nepal,2016
23,CDC-SB-1,11,146,0,30.79335793,12.68,Nepal,2016
23,CDC-SB-1,9,111.35,0,30.79335793,12.7,Nepal,2016
24,CDC-Sedley,29,341.65,0,70.67669173,12.55,Nepal,2016
24,CDC-Sedley,28,336.4,0,70.67669173,12.57,Nepal,2016
24,CDC-Sedley,16,194.95,0,70.67669173,12.62,Nepal,2016
25,PI-311107-LSP,26,314.7,0,40.44526902,12.57,Nepal,2016
25,CDC-Vantage,25,304.25,0,40.44526902,12.57,Nepal,2016
25,CDC-Vantage,10,134.2,0,40.44526902,12.7,Nepal,2016
25,CDC-Vantage,16,194.95,0,40.44526902,12.62,Nepal,2016
26,CN-105604,11,134.6,0,20.71297989,12.68,Nepal,2016
26,CN-105604,14,170.05,0,20.71297989,12.65,Nepal,2016
26,CN-105604,7,97.75,0,20.71297989,12.72,Nepal,2016
27,CN-105605,7,97.75,0,27.01851852,12.72,Nepal,2016
27,CN-105605,11,134.6,0,27.01851852,12.68,Nepal,2016
27,CN-105605,8,110.15,0,27.01851852,12.72,Nepal,2016
28,CN-105715,27,324.65,0,40.3649635,12.57,Nepal,2016
28,CN-105715,26,314.7,0,40.3649635,12.57,Nepal,2016
28,CN-105715,14,148.5,0,40.3649635,12.65,Nepal,2016
29,CN-105732,28,318.8,0,42.68431002,12.55,Nepal,2016
29,CN-105732,29,341.65,0,42.68431002,12.55,Nepal,2016
29,CN-105732,9,122.15,0,42.68431002,12.7,Nepal,2016
30,CN-105767,19,229.15,0,29.1349481,12.62,Nepal,2016
30,CN-105767,13,135.75,0,29.1349481,12.65,Nepal,2016
30,CN-105767,8,110.15,0,29.1349481,12.72,Nepal,2016
31,CN-105777,7,87.3,0,23.42696629,12.72,Nepal,2016
31,CN-105777,9,111.35,0,23.42696629,12.7,Nepal,2016
31,CN-105777,11,146,0,23.42696629,12.68,Nepal,2016
32,CN-105789,11,146,0,28.57142857,12.68,Nepal,2016
32,CN-105789,11,146,0,28.57142857,12.68,Nepal,2016
32,CN-105789,23,270.7,0,28.57142857,12.58,Nepal,2016
33,CN-105791,8,110.15,0,28.75464684,12.72,Nepal,2016
33,CN-105791,8,109.5,0,28.75464684,12.72,Nepal,2016
33,CN-105791,26,301.8,0,28.75464684,12.57,Nepal,2016
34,CN-105862,30,337.4,0,44.03013183,12.53,Nepal,2016
34,CN-105862,31,362.8,0,44.03013183,12.55,Nepal,2016
34,CN-105862,22,272.95,0,44.03013183,12.6,Nepal,2016
35,CN-105863,29,341.65,0,55.6744186,12.55,Nepal,2016
35,CN-105863,35,397.6,4,55.6744186,12.52,Nepal,2016
35,CN-105863,31,347.55,0,55.6744186,12.53,Nepal,2016
36,CN-105864,28,333.05,0,35.41666667,12.57,Nepal,2016
36,CN-105864,22,260.15,0,35.41666667,12.58,Nepal,2016
36,CN-105864,26,314.7,0,35.41666667,12.57,Nepal,2016
37,CN-105865,28,293.9,0,66.73866091,12.55,Nepal,2016
37,CN-105865,29,328.2,0,66.73866091,12.55,Nepal,2016
37,CN-105865,34,388.6,4,66.73866091,12.52,Nepal,2016
38,CN-105895,11,134.6,0,26.2007874,12.68,Nepal,2016
38,CN-105895,15,182.8,0,26.2007874,12.65,Nepal,2016
38,CN-105895,15,192.9,0,26.2007874,12.65,Nepal,2016
39,CN-106265,12,157.45,0,27.81666667,12.68,Nepal,2016
39,CN-106265,14,170.05,0,27.81666667,12.65,Nepal,2016
39,CN-106265,27,324.65,0,27.81666667,12.57,Nepal,2016
40,CN-108369,28,318.8,0,52.10629921,12.55,Nepal,2016
40,CN-108369,30,351.05,0,52.10629921,12.55,Nepal,2016
40,CN-108369,14,170.05,0,52.10629921,12.65,Nepal,2016
41,CN-108370,23,270.7,0,21.20218579,12.58,Nepal,2016
41,CN-108370,10,100.3,0,21.20218579,12.68,Nepal,2016
41,CN-108370,27,326.45,0,21.20218579,12.57,Nepal,2016
42,Crimson,25,291.85,0,29.12396694,12.57,Nepal,2016
42,Crimson,27,326.45,0,29.12396694,12.57,Nepal,2016
42,Crimson,10,100.3,0,29.12396694,12.68,Nepal,2016
43,DPL-62,28,318.8,0,39.23809524,12.55,Nepal,2016
43,DPL-62,12,157.75,0,39.23809524,12.68,Nepal,2016
43,DPL-62,25,291.85,0,39.23809524,12.57,Nepal,2016
44,Eston,30,351.05,0,28.48428835,12.55,Nepal,2016
44,Eston,24,281.4,0,28.48428835,12.57,Nepal,2016
44,Eston,11,146,0,28.48428835,12.68,Nepal,2016
45,GUDO,31,347.55,0,37.19924812,12.53,Nepal,2016
45,GUDO,30,351.05,0,37.19924812,12.55,Nepal,2016
45,GUDO,19,240.9,0,37.19924812,12.62,Nepal,2016
46,IG-1046,8,99.3,0,22.67857143,12.7,Nepal,2016
46,IG-1046,11,146,0,22.67857143,12.68,Nepal,2016
46,IG-1046,25,304.25,0,22.67857143,12.57,Nepal,2016
47,IG-1706,9,122.15,0,20.61983471,12.7,Nepal,2016
47,IG-1706,8,99.3,0,20.61983471,12.7,Nepal,2016
47,IG-1706,8,110.15,0,20.61983471,12.72,Nepal,2016
48,IG-1959,9,122.15,0,36.06299213,12.7,Nepal,2016
48,IG-1959,30,353.4,0,36.06299213,12.55,Nepal,2016
48,IG-1959,11,134.6,0,36.06299213,12.68,Nepal,2016
49,IG-4258,8,110.15,0,23.2046332,12.72,Nepal,2016
49,IG-4258,15,192.9,0,23.2046332,12.65,Nepal,2016
49,IG-4258,11,134.6,0,23.2046332,12.68,Nepal,2016
50,IG-4781,34,374.75,4,36.95488722,12.52,Nepal,2016
50,IG-4781,31,347.55,0,36.95488722,12.53,Nepal,2016
50,IG-4781,31,362.8,0,36.95488722,12.55,Nepal,2016
51,IG-858,25,291.85,0,30.76470588,12.57,Nepal,2016
51,IG-858,27,326.45,0,30.76470588,12.57,Nepal,2016
51,IG-858,14,170.05,0,30.76470588,12.65,Nepal,2016
52,ILL-10657,28,318.8,0,40.04115226,12.55,Nepal,2016
52,ILL-10657,11,146,0,40.04115226,12.68,Nepal,2016
52,ILL-10657,25,291.85,0,40.04115226,12.57,Nepal,2016
53,ILL-10748,28,318.8,0,54.07002188,12.55,Nepal,2016
53,ILL-10748,29,328.2,0,54.07002188,12.55,Nepal,2016
53,ILL-10748,29,344.8,0,54.07002188,12.57,Nepal,2016
54,ILL-11547,29,344.8,0,32.75,12.57,Nepal,2016
54,ILL-11547,26,314.7,0,32.75,12.57,Nepal,2016
54,ILL-11547,27,310.2,0,32.75,12.57,Nepal,2016
55,ILL-11548,9,121.9,0,32.40150094,12.72,Nepal,2016
55,ILL-11548,8,110.15,0,32.40150094,12.72,Nepal,2016
55,ILL-11548,9,111.35,0,32.40150094,12.7,Nepal,2016
56,ILL-11553,11,134.6,0,36.85823755,12.68,Nepal,2016
56,ILL-11553,14,170.05,0,36.85823755,12.65,Nepal,2016
56,ILL-11553,12,157.45,0,36.85823755,12.68,Nepal,2016
57,ILL-11555,30,337.4,0,43.7037037,12.53,Nepal,2016
57,ILL-11555,24,294.75,0,43.7037037,12.58,Nepal,2016
57,ILL-11555,23,270.7,0,43.7037037,12.58,Nepal,2016
58,ILL-11557,8,109.5,0,,12.72,Nepal,2016
58,ILL-11557,19,229.15,0,,12.62,Nepal,2016
58,ILL-11557,9,111.35,0,,12.7,Nepal,2016
59,ILL-11558,11,134.6,0,33.98734177,12.68,Nepal,2016
59,ILL-11558,18,218.05,0,33.98734177,12.62,Nepal,2016
59,ILL-11558,8,109.5,0,33.98734177,12.72,Nepal,2016
60,ILL-1220,22,274.1,0,42.19653179,12.6,Nepal,2016
60,ILL-1220,11,134.6,0,42.19653179,12.68,Nepal,2016
60,ILL-1220,12,157.45,0,42.19653179,12.68,Nepal,2016
61,ILL-1553,8,77.05,0,43.99246704,12.7,Nepal,2016
61,ILL-1553,10,133.9,0,43.99246704,12.7,Nepal,2016
61,ILL-1553,11,146,0,43.99246704,12.68,Nepal,2016
62,ILL-1762,9,122.15,0,23.75680581,12.7,Nepal,2016
62,ILL-1762,8,77.05,0,23.75680581,12.7,Nepal,2016
62,ILL-1762,9,122.15,0,23.75680581,12.7,Nepal,2016
63,ILL-1983,11,146,0,24.47787611,12.68,Nepal,2016
63,ILL-1983,18,229.4,0,24.47787611,12.62,Nepal,2016
63,ILL-1983,14,170.05,0,24.47787611,12.65,Nepal,2016
64,ILL-213,29,328.2,0,24.20435511,12.55,Nepal,2016
64,ILL-213,14,170.05,0,24.20435511,12.65,Nepal,2016
64,ILL-213,26,314.7,0,24.20435511,12.57,Nepal,2016
65,ILL-2194,13,168.95,0,33.18982387,12.67,Nepal,2016
65,ILL-2194,29,344.8,0,33.18982387,12.57,Nepal,2016
65,ILL-2194,25,291.85,0,33.18982387,12.57,Nepal,2016
66,PI-431893-LSP,31,362.8,0,22.02072539,12.55,Nepal,2016
66,PI-431893-LSP,29,341.65,0,22.02072539,12.55,Nepal,2016
66,PI-431893-LSP,14,170.05,0,22.02072539,12.65,Nepal,2016
67,ILL-2507,18,218.05,0,25.72761194,12.62,Nepal,2016
67,ILL-2507,13,135.75,0,25.72761194,12.65,Nepal,2016
67,ILL-2507,15,192.6,0,25.72761194,12.67,Nepal,2016
68,ILL-2580,21,262.35,0,30.44401544,12.6,Nepal,2016
68,ILL-2580,30,337.4,0,30.44401544,12.53,Nepal,2016
68,ILL-2580,25,291.85,0,30.44401544,12.57,Nepal,2016
69,ILL-28,30,351.05,0,61.36452242,12.55,Nepal,2016
69,ILL-28,30,353.4,0,61.36452242,12.55,Nepal,2016
69,ILL-28,28,318.8,0,61.36452242,12.55,Nepal,2016
70,ILL-3025,27,310.2,0,24.64480874,12.57,Nepal,2016
70,ILL-3025,8,110.15,0,24.64480874,12.72,Nepal,2016
70,ILL-3025,9,111.35,0,24.64480874,12.7,Nepal,2016
71,ILL-313,26,301.8,0,33.87159533,12.57,Nepal,2016
71,ILL-313,29,328.2,0,33.87159533,12.55,Nepal,2016
71,ILL-313,15,192.9,0,33.87159533,12.65,Nepal,2016
72,ILL-3347,11,134.6,0,24.59107807,12.68,Nepal,2016
72,ILL-3347,12,146.1,0,24.59107807,12.67,Nepal,2016
72,ILL-3347,7,97.75,0,24.59107807,12.72,Nepal,2016
73,ILL-358,28,318.8,0,32.95748614,12.55,Nepal,2016
73,ILL-358,29,344.8,0,32.95748614,12.57,Nepal,2016
73,ILL-358,28,333.05,0,32.95748614,12.57,Nepal,2016
74,ILL-3597,22,236.4,0,24.5,12.58,Nepal,2016
74,ILL-3597,7,97.75,0,24.5,12.72,Nepal,2016
74,ILL-3597,9,122.15,0,24.5,12.7,Nepal,2016
75,ILL-4164,27,310.2,0,32.68858801,12.57,Nepal,2016
75,ILL-4164,31,362.8,0,32.68858801,12.55,Nepal,2016
75,ILL-4164,30,337.4,0,32.68858801,12.53,Nepal,2016
76,ILL-4400,32,356.9,4,47.9241517,12.52,Nepal,2016
76,ILL-4400,15,192.9,0,47.9241517,12.65,Nepal,2016
76,ILL-4400,30,351.05,0,47.9241517,12.55,Nepal,2016
77,ILL-4605,26,275.9,0,48.52140078,12.57,Nepal,2016
77,ILL-4605,26,314.7,0,48.52140078,12.57,Nepal,2016
77,ILL-4605,28,333.05,0,48.52140078,12.57,Nepal,2016
78,ILL-4609,25,291.85,0,21.53119093,12.57,Nepal,2016
78,ILL-4609,29,344.8,0,21.53119093,12.57,Nepal,2016
78,ILL-4609,13,135.75,0,21.53119093,12.65,Nepal,2016
79,ILL-4665,26,314.7,0,60.22304833,12.57,Nepal,2016
79,ILL-4665,26,301.8,0,60.22304833,12.57,Nepal,2016
79,ILL-4665,26,301.8,0,60.22304833,12.57,Nepal,2016
80,ILL-4671,34,374.75,4,60.41353383,12.52,Nepal,2016
80,ILL-4671,26,314.7,0,60.41353383,12.57,Nepal,2016
80,ILL-4671,29,341.65,0,60.41353383,12.55,Nepal,2016
81,ILL-4768,10,100.3,0,29.21153846,12.68,Nepal,2016
81,ILL-4768,10,134.2,0,29.21153846,12.7,Nepal,2016
81,ILL-4768,9,121.9,0,29.21153846,12.72,Nepal,2016
82,ILL-4782,28,336.4,0,29.96108949,12.57,Nepal,2016
82,ILL-4782,9,111.35,0,29.96108949,12.7,Nepal,2016
82,ILL-4782,8,99.3,0,29.96108949,12.7,Nepal,2016
83,ILL-4783,25,291.85,0,54.01515152,12.57,Nepal,2016
83,ILL-4783,12,157.45,0,54.01515152,12.68,Nepal,2016
83,ILL-4783,17,217.4,0,54.01515152,12.65,Nepal,2016
84,ILL-4804,30,353.4,0,23.22772277,12.55,Nepal,2016
84,ILL-4804,28,333.05,0,23.22772277,12.57,Nepal,2016
84,ILL-4804,25,291.85,0,23.22772277,12.57,Nepal,2016
85,ILL-4875,26,301.8,0,23.0206379,12.57,Nepal,2016
85,ILL-4875,11,134.6,0,23.0206379,12.68,Nepal,2016
85,ILL-4875,8,110.15,0,23.0206379,12.72,Nepal,2016
86,ILL-4956,11,146,0,28.92857143,12.68,Nepal,2016
86,ILL-4956,27,326.45,0,28.92857143,12.57,Nepal,2016
86,ILL-4956,30,337.4,0,28.92857143,12.53,Nepal,2016
87,ILL-5058,30,351.05,0,56.82302772,12.55,Nepal,2016
87,ILL-5058,31,322.6,4,56.82302772,12.52,Nepal,2016
87,ILL-5058,30,337.4,0,56.82302772,12.53,Nepal,2016
88,ILL-5151,28,333.05,0,23.94444444,12.57,Nepal,2016
88,ILL-5151,31,347.55,0,23.94444444,12.53,Nepal,2016
88,ILL-5151,28,336.4,0,23.94444444,12.57,Nepal,2016
89,ILL-5209,30,337.4,0,30.98039216,12.53,Nepal,2016
89,ILL-5209,27,324.65,0,30.98039216,12.57,Nepal,2016
89,ILL-5209,25,291.85,0,30.98039216,12.57,Nepal,2016
90,ILL-5480,29,344.8,0,35.35294118,12.57,Nepal,2016
90,ILL-5480,26,301.8,0,35.35294118,12.57,Nepal,2016
90,ILL-5480,27,310.2,0,35.35294118,12.57,Nepal,2016
91,ILL-5639,26,275.9,0,27.97127469,12.57,Nepal,2016
91,ILL-5639,30,351.05,0,27.97127469,12.55,Nepal,2016
91,ILL-5639,15,192.9,0,27.97127469,12.65,Nepal,2016
92,ILL-5722,31,362.8,0,41.18243243,12.55,Nepal,2016
92,ILL-5722,26,314.7,0,41.18243243,12.57,Nepal,2016
92,ILL-5722,30,337.4,0,41.18243243,12.53,Nepal,2016
93,ILL-5883,29,341.65,0,35.88235294,12.55,Nepal,2016
93,ILL-5883,29,303.1,0,35.88235294,12.53,Nepal,2016
93,ILL-5883,30,351.05,0,35.88235294,12.55,Nepal,2016
94,ILL-5888,28,336.4,0,,12.57,Nepal,2016
94,ILL-5888,21,250.1,0,,12.6,Nepal,2016
94,ILL-5888,11,146,0,,12.68,Nepal,2016
95,ILL-5945,8,109.5,0,29.93562232,12.72,Nepal,2016
95,ILL-5945,10,100.3,0,29.93562232,12.68,Nepal,2016
95,ILL-5945,26,314.7,0,29.93562232,12.57,Nepal,2016
96,ILL-6002,15,182.8,0,42.29752066,12.65,Nepal,2016
96,ILL-6002,24,294.75,0,42.29752066,12.58,Nepal,2016
96,ILL-6002,26,301.8,0,42.29752066,12.57,Nepal,2016
97,ILL-618,25,291.85,0,21.41284404,12.57,Nepal,2016
97,ILL-618,22,260.15,0,21.41284404,12.58,Nepal,2016
97,ILL-618,24,294.75,0,21.41284404,12.58,Nepal,2016
98,ILL-6182,11,134.6,0,21.15044248,12.68,Nepal,2016
98,ILL-6182,8,110.15,0,21.15044248,12.72,Nepal,2016
98,ILL-6182,29,341.65,0,21.15044248,12.55,Nepal,2016
99,ILL-6211,27,324.65,0,46.69980119,12.57,Nepal,2016
99,ILL-6211,17,206.55,0,46.69980119,12.62,Nepal,2016
99,ILL-6211,8,110.15,0,46.69980119,12.72,Nepal,2016
100,ILL-624,8,99.3,0,25.43925234,12.7,Nepal,2016
100,ILL-624,17,206.55,0,25.43925234,12.62,Nepal,2016
100,ILL-624,9,121.9,0,25.43925234,12.72,Nepal,2016
101,ILL-6821,28,293.9,0,28.20466786,12.55,Nepal,2016
101,ILL-6821,21,263.75,0,28.20466786,12.62,Nepal,2016
101,ILL-6821,26,314.7,0,28.20466786,12.57,Nepal,2016
102,ILL-6853,26,314.7,0,,12.57,Nepal,2016
102,ILL-6853,29,328.2,0,,12.55,Nepal,2016
102,ILL-6853,30,337.4,0,,12.53,Nepal,2016
103,ILL-7089,9,121.9,0,40.48417132,12.72,Nepal,2016
103,ILL-7089,29,328.2,0,40.48417132,12.55,Nepal,2016
103,ILL-7089,25,291.85,0,40.48417132,12.57,Nepal,2016
104,ILL-7558,28,336.4,0,49.67320261,12.57,Nepal,2016
104,ILL-7558,30,337.4,0,49.67320261,12.53,Nepal,2016
104,ILL-7558,30,351.05,0,49.67320261,12.55,Nepal,2016
105,ILL-7663,30,351.05,0,39.79591837,12.55,Nepal,2016
105,ILL-7663,8,99.3,0,39.79591837,12.7,Nepal,2016
105,ILL-7663,9,122.15,0,39.79591837,12.7,Nepal,2016
106,ILL-7668,9,88.85,0,31.29353234,12.68,Nepal,2016
106,ILL-7668,9,122.15,0,31.29353234,12.7,Nepal,2016
106,ILL-7668,11,146,0,31.29353234,12.68,Nepal,2016
107,ILL-7716,26,301.8,0,52.5,12.57,Nepal,2016
107,ILL-7716,27,310.2,0,52.5,12.57,Nepal,2016
107,ILL-7716,26,314.7,0,52.5,12.57,Nepal,2016
108,ILL-7747,30,337.4,0,25.9566075,12.53,Nepal,2016
108,ILL-7747,28,333.05,0,25.9566075,12.57,Nepal,2016
108,ILL-7747,27,324.65,0,25.9566075,12.57,Nepal,2016
109,ILL-7946,28,333.05,0,32.95964126,12.57,Nepal,2016
109,ILL-7946,29,341.65,0,32.95964126,12.55,Nepal,2016
109,ILL-7946,31,347.55,0,32.95964126,12.53,Nepal,2016
110,ILL-7978,26,301.8,0,49.53488372,12.57,Nepal,2016
110,ILL-7978,28,333.05,0,49.53488372,12.57,Nepal,2016
110,ILL-7978,28,293.9,0,49.53488372,12.55,Nepal,2016
111,ILL-7979,7,97.75,0,26.5630713,12.72,Nepal,2016
111,ILL-7979,12,157.45,0,26.5630713,12.68,Nepal,2016
111,ILL-7979,28,318.8,0,26.5630713,12.55,Nepal,2016
112,ILL-8007,12,157.75,0,23.33958724,12.68,Nepal,2016
112,ILL-8007,11,134.6,0,23.33958724,12.68,Nepal,2016
112,ILL-8007,26,301.8,0,23.33958724,12.57,Nepal,2016
113,ILL-8009,8,110.15,0,23.37522442,12.72,Nepal,2016
113,ILL-8009,10,100.3,0,23.37522442,12.68,Nepal,2016
113,ILL-8009,11,134.6,0,23.37522442,12.68,Nepal,2016
114,ILL-8010,14,180.85,0,25.29010239,12.67,Nepal,2016
114,ILL-8010,8,99.3,0,25.29010239,12.7,Nepal,2016
114,ILL-8010,8,77.05,0,25.29010239,12.7,Nepal,2016
115,ILL-8072,28,293.9,0,56.06451613,12.55,Nepal,2016
115,ILL-8072,30,351.05,0,56.06451613,12.55,Nepal,2016
115,ILL-8072,30,351.05,0,56.06451613,12.55,Nepal,2016
116,ILL-8174,27,284.5,0,55.353902,12.55,Nepal,2016
116,ILL-8174,28,336.4,0,55.353902,12.57,Nepal,2016
116,ILL-8174,17,217.8,0,55.353902,12.62,Nepal,2016
117,ILL-8595,9,122.15,0,45.05338078,12.7,Nepal,2016
117,ILL-8595,8,110.15,0,45.05338078,12.72,Nepal,2016
117,ILL-8595,27,310.2,0,45.05338078,12.57,Nepal,2016
118,ILL-9,31,347.55,0,43.0134357,12.53,Nepal,2016
118,ILL-9,30,351.05,0,43.0134357,12.55,Nepal,2016
118,ILL-9,32,372,0,43.0134357,12.53,Nepal,2016
119,ILL-975,20,252,0,30.03802281,12.62,Nepal,2016
119,ILL-975,12,146.1,0,30.03802281,12.67,Nepal,2016
119,ILL-975,28,333.05,0,30.03802281,12.57,Nepal,2016
120,ILL-9888,13,168.95,0,25.06042296,12.67,Nepal,2016
120,ILL-9888,25,291.85,0,25.06042296,12.57,Nepal,2016
120,ILL-9888,9,111.35,0,25.06042296,12.7,Nepal,2016
121,ILL-9932,21,250.1,0,26.71206226,12.6,Nepal,2016
121,ILL-9932,30,353.4,0,26.71206226,12.55,Nepal,2016
121,ILL-9932,10,123.15,0,26.71206226,12.68,Nepal,2016
122,ILL-9945,10,123.15,0,32.70909091,12.68,Nepal,2016
122,ILL-9945,14,170.05,0,32.70909091,12.65,Nepal,2016
122,ILL-9945,26,314.7,0,32.70909091,12.57,Nepal,2016
123,ILL-9977,26,314.7,0,28.97959184,12.57,Nepal,2016
123,ILL-9977,16,194.95,0,28.97959184,12.62,Nepal,2016
123,ILL-9977,9,122.15,0,28.97959184,12.7,Nepal,2016
124,ILL-9997,27,326.45,0,40.3539823,12.57,Nepal,2016
124,ILL-9997,9,122.15,0,40.3539823,12.7,Nepal,2016
124,ILL-9997,8,99.3,0,40.3539823,12.7,Nepal,2016
125,ILWL-118,28,333.05,0,31.77387914,12.57,Nepal,2016
125,ILWL-118,9,121.9,0,31.77387914,12.72,Nepal,2016
125,ILWL-118,15,182.8,0,31.77387914,12.65,Nepal,2016
126,Indian-Head,26,314.7,0,16.88888889,12.57,Nepal,2016
126,Indian-Head,29,328.2,0,16.88888889,12.55,Nepal,2016
126,Indian-Head,25,291.85,0,16.88888889,12.57,Nepal,2016
127,IPL-220,9,121.9,0,29.01256732,12.72,Nepal,2016
127,IPL-220,14,170.05,0,29.01256732,12.65,Nepal,2016
127,IPL-220,21,250.1,0,29.01256732,12.6,Nepal,2016
128,Laird,30,353.4,0,58.92655367,12.55,Nepal,2016
128,Laird,26,301.8,0,58.92655367,12.57,Nepal,2016
128,Laird,27,310.2,0,58.92655367,12.57,Nepal,2016
129,LIRL-22-46,10,100.3,0,34.21663443,12.68,Nepal,2016
129,LIRL-22-46,13,169.2,0,34.21663443,12.68,Nepal,2016
129,LIRL-22-46,8,110.15,0,34.21663443,12.72,Nepal,2016
130,PI-163589,34,388.6,4,48.57407407,12.52,Nepal,2016
130,PI-163589,14,170.05,0,48.57407407,12.65,Nepal,2016
130,PI-163589,31,362.8,0,48.57407407,12.55,Nepal,2016
131,PI-169534-LSP,25,291.85,0,20.85227273,12.57,Nepal,2016
131,PI-169534-LSP,26,314.7,0,20.85227273,12.57,Nepal,2016
131,PI-217949-LSP,12,157.45,0,20.85227273,12.68,Nepal,2016
131,PI-169534-LSP,20,239.5,0,20.85227273,12.6,Nepal,2016
131,PI-250156-LSP,29,328.2,0,20.85227273,12.55,Nepal,2016
132,PI-175754-LSP,25,291.85,0,38.62403101,12.57,Nepal,2016
132,PI-175754-LSP,20,252,0,38.62403101,12.62,Nepal,2016
132,PI-175754-LSP,27,324.65,0,38.62403101,12.57,Nepal,2016
